threads,memory,joins,mean,std_dev,mad,r1,r2,r3,r4,r5,r6,r7,r8,r9,r104,1GB,1,0.2130035161972046,0.0047402886773985535,0.0014979839324951172,0.21740388870239258,0.22320294380187988,0.21648478507995605,0.20699381828308105,0.20991730690002441,0.21107721328735352,0.20992207527160645,0.21049904823303223,0.21277594566345215,0.21175813674926758
4,1GB,1,0.2230052947998047,0.010946321433316487,0.008056998252868652,0.23314285278320312,0.22932195663452148,0.22201085090637207,0.24393796920776367,0.22433996200561523,0.22170400619506836,0.2245631217956543,0.21243500709533691,0.21056008338928223,0.2080371379852295
4,1GB,2,0.7585556507110596,0.014131692606716798,0.004330158233642578,0.7618691921234131,0.7964181900024414,0.7542431354522705,0.7544200420379639,0.7588701248168945,0.7585971355438232,0.7543869018554688,0.7518200874328613,0.745431661605835,0.749500036239624
4,1GB,3,0.828218674659729,0.0036640917664014913,0.0027025938034057617,0.8213708400726318,0.8264808654785156,0.8291540145874023,0.8318860530853271,0.8294050693511963,0.823854923248291,0.8259930610656738,0.8312671184539795,0.8323400020599365,0.8304347991943359
4,1GB,5,0.8437361717224121,0.00292303946334842,0.0013937950134277344,0.8431987762451172,0.8413810729980469,0.8376541137695312,0.8445878028869629,0.8439311981201172,0.8433151245117188,0.8430867195129395,0.8454461097717285,0.8486499786376953,0.8461108207702637
4,2GB,1,0.21792747974395751,0.005834663868052277,0.003951907157897949,0.22982287406921387,0.2214961051940918,0.22149181365966797,0.22042226791381836,0.21346592903137207,0.2146618366241455,0.21401691436767578,0.21098804473876953,0.2122790813446045,0.22062993049621582
4,2GB,2,0.7598720073699952,0.041237948162213656,0.004609942436218262,0.735975980758667,0.7369019985198975,0.7372970581054688,0.7401878833770752,0.7345850467681885,0.733680009841919,0.8570969104766846,0.8091151714324951,0.750262975692749,0.7636170387268066
4,2GB,3,0.7906752824783325,0.0300720295930467,0.004258394241333008,0.824617862701416,0.7780117988586426,0.8295419216156006,0.8460149765014648,0.7728891372680664,0.7694950103759766,0.7683839797973633,0.7710230350494385,0.771439790725708,0.7753353118896484
4,2GB,5,0.7893190860748291,0.006759978801758233,0.003660440444946289,0.7853350639343262,0.7831699848175049,0.782634973526001,0.7866110801696777,0.7841620445251465,0.7880418300628662,0.7920958995819092,0.7900171279907227,0.7976999282836914,0.8034229278564453
4,10GB,1,0.2153324604034424,0.0040853210477299505,0.0013170242309570312,0.2224118709564209,0.22249412536621094,0.21550798416137695,0.21161603927612305,0.21512794494628906,0.2128739356994629,0.21428775787353516,0.21390008926391602,0.21481871604919434,0.21028614044189453
4,10GB,2,0.7346363306045532,0.0032802699256554895,0.0014944076538085938,0.7347948551177979,0.7410097122192383,0.7330408096313477,0.7321171760559082,0.7395141124725342,0.7307159900665283,0.7320609092712402,0.7344939708709717,0.7351059913635254,0.7335097789764404
