threads,memory,joins,mean,std_dev,mad,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
1,N/A,1,0.0077106237411499025,0.0004705427161735083,0.00021910667419433594,0.008233785629272461,0.007844686508178711,0.008060693740844727,0.008139848709106445,0.007962465286254883,0.007917642593383789,0.00775599479675293,0.007037162780761719,0.0071980953216552734,0.006955862045288086
1,N/A,2,2.076556992530823,0.01334659249937917,0.011483430862426758,2.067150115966797,2.0971150398254395,2.07887601852417,2.094325542449951,2.0793464183807373,2.0664420127868652,2.0843358039855957,2.0656516551971436,2.0776829719543457,2.0546443462371826
1,N/A,3,8.673939514160157,0.0728024735373869,0.035158753395080566,8.674402952194214,8.625144481658936,8.734010696411133,8.643654108047485,8.695461988449097,8.617265462875366,8.593073606491089,8.639994621276855,8.67092776298523,8.845459461212158
1,N/A,5,21.516976165771485,0.19781003467915734,0.1664501428604126,21.841549158096313,21.737056732177734,21.660768747329712,21.577839374542236,21.571085691452026,21.463740348815918,21.285340785980225,21.46305251121521,21.241459846496582,21.327868461608887
1,N/A,10,77.6645759344101,1.7843241821290154,1.5926388502120972,75.24579668045044,75.74044942855835,75.6276924610138,76.25890898704529,78.34581851959229,78.75376319885254,78.30804109573364,79.91907930374146,78.52615165710449,79.92005801200867
2,N/A,1,0.00427556037902832,0.0007358638287776061,0.0001068115234375,0.00452876091003418,0.004265308380126953,0.0038759708404541016,0.0038726329803466797,0.006287097930908203,0.0039386749267578125,0.0039081573486328125,0.004081249237060547,0.004027128219604492,0.003970623016357422
2,N/A,2,1.280430555343628,0.07184762223156674,0.05069625377655029,1.3850042819976807,1.3095977306365967,1.395249366760254,1.2806177139282227,1.2079532146453857,1.256596565246582,1.2288663387298584,1.192173719406128,1.324819564819336,1.2234270572662354
2,N/A,3,5.626932048797608,0.14601167499111592,0.1308058500289917,5.863664627075195,5.603595495223999,5.486612319946289,5.517041444778442,5.547757863998413,5.7482240200042725,5.5663793087005615,5.417723655700684,5.767473459243774,5.750848293304443
2,N/A,5,14.47959463596344,0.38780878298020827,0.23281753063201904,15.18105435371399,14.202844858169556,14.471184253692627,15.038769960403442,13.983999252319336,14.567457675933838,14.44660758972168,14.570640087127686,14.249311923980713,14.084076404571533
2,N/A,10,51.43014798164368,1.8800995719427271,1.2475929260253906,49.38964319229126,51.930575370788574,52.335267305374146,49.02856969833374,50.084643840789795,50.24397850036621,50.89323282241821,52.113293170928955,53.10654020309448,55.17573571205139
4,N/A,1,0.00264739990234375,0.00032272896002195705,0.00010371208190917969,0.0029027462005615234,0.0025377273559570312,0.0026018619537353516,0.002479076385498047,0.0033190250396728516,0.0030205249786376953,0.0024089813232421875,0.0024003982543945312,0.002424001693725586,0.0023796558380126953
4,N/A,2,0.8478397846221923,0.05328534684010987,0.052429795265197754,0.8112049102783203,0.7837057113647461,0.8926277160644531,0.9219450950622559,0.9160645008087158,0.8597979545593262,0.856133222579956,0.7817049026489258,0.8632590770721436,0.791954755783081
4,N/A,3,3.4904287099838256,0.22666989018402528,0.06306827068328857,3.45361328125,3.3667538166046143,3.375170946121216,3.373328685760498,3.3618617057800293,4.120623588562012,3.501307487487793,3.461500406265259,3.44195818901062,3.448168992996216
4,N/A,5,11.021356773376464,0.31205046558889177,0.21348655223846436,11.13724160194397,10.685388088226318,11.213983297348022,10.9035964012146,10.567826509475708,11.222660064697266,10.795686960220337,10.823836326599121,11.317157983779907,11.5461905002594
4,N/A,10,39.92107832431793,1.8227244082287752,0.7844139337539673,38.083637714385986,38.82682704925537,38.923155307769775,38.20120406150818,40.188313007354736,39.20939612388611,39.99619483947754,40.395654916763306,44.30494403839111,41.08145618438721
8,N/A,1,0.0022859096527099608,0.00017420700284930912,0.00010061264038085938,0.0026280879974365234,0.0020895004272460938,0.002321958541870117,0.002256155014038086,0.002158641815185547,0.0024826526641845703,0.002358675003051758,0.0020699501037597656,0.0021948814392089844,0.002298593521118164
